PK (7100)	GUID (5800)	DayOfWeek (7101)	Starttime (7102)	Length (7115)	Course (7106)	Subject (7103)	Teacher (7104)	Group (7105)	Room (7107)	Period (7108)	Week (7109)	ActualWeeks (7167)
709	{84188D67-3C33-4DD2-8C58-0B9C2637BC02}	Tisdag	14:20	30		Mentorstid	NorrJa,MagnLe	KLASS:24F	218			35-43, 45, 47-51, 3-8, 10-13, 16, 18-24
385	{B829FB11-C016-49FD-AA53-A4BE53C249E3}	Måndag	14:20	90	MATE1B00X	MAT	HagmMa	MAT01:25C	037			35-43, 45, 47-51, 3-8, 10-14, 16-20, 22-24
238	{0CBA5B14-7EB0-4129-9D77-DF9FD4B0302D}	Måndag	14:20	60		MAT01_Resurs	BergSo	Extramatte Pass 1	036			34-43, 45-51, 3-8, 10-14, 16-24
823	{6C56C917-057A-4EC1-9C00-C4FE8997601D}	Tisdag	8:30	60		MAT01_Resurs	BergSo	Extramatte Pass 2	036			34-43, 45-51, 3-8, 10-14, 16-24
1055	{F719DF0A-6C24-4730-ACCA-5E14A787E9D6}	Torsdag	15:00	60		MAT01_Resurs	BergSo	Extramatte Pass 3	036			34-43, 45-51, 3-8, 10-14, 16-19, 21-24
408	{FE0BF04D-1AF0-4C92-A386-0EB641F12D7E}	Torsdag	15:00	120	PSKPSY01	PSK	VideRo	PSY01:IV	218	Ht		35-42, 45-49, 51
524	{14C62845-4F11-4606-9C0D-0804AD23AFDF}	Torsdag	15:00	120	FIOFIO01	FIO	VideRo	FIL01:IV	218	Vt		3-8, 10-14, 16-19, 21-24
232	{6CAB7247-37C7-4BD0-B91C-EF8DEB305C5C}	Fredag	13:50	20		SAL	KnutHå	Salspärr Håkan	106			34-43, 45-50, 2-8, 10-13, 16-17, 21-24
1062	{ACE302B1-CEE9-407E-93FB-A4423DFC49FB}	Måndag	14:50	60	MUSENS02S	MUS	KarnFr,KronAl,PudaNi,MeliPm,FogeNi,KnutHå,MagnLe	ENS02:23_IN2	026		34-38	35-38
4	{AE6D598D-2696-4C5E-8649-183887A62A64}	Måndag	16:00	60	MUSENS02S	MUS	KarnFr,KronAl,PudaNi,MeliPm,FogeNi,KnutHå,MagnLe	ENS02:23_IN1	026		34-38	35-38
1066	{FF880463-ECB8-4599-A299-EC306A899A8D}	Fredag	12:20	140		SAL		Salspärr Åk 3	028			34-43, 45-50, 2-8, 10-13, 16-17, 21-24
260	{61B333B3-50A5-477B-B864-8DB3FE05EE47}	Fredag	10:10	70		SAL		Salspärr Åk 3	028			34-43, 45-50, 2-8, 10-13, 16-17, 21-24
978	{2A0AF333-B6D5-4FAC-9BE5-73149C9C2837}	Måndag	15:50	70		SAL		Salspärr Åk 3	028			34-43, 45-51, 3-8, 10-14, 16-24
717	{28E1B3AF-F834-4474-A955-5E0E8EEA5C7A}	Måndag	13:00	60		MÖTE	HusMal,TjerSt,OlliKa,CollFi,LjunLi	Ledningsgrupp	Malins rum			34-43, 45-51, 3-8, 10-14, 16-24
898	{A9E46CF8-2D2F-442B-BDDF-45866A47E1D3}	Måndag	14:00	60		MÖTE	HusMal,TjerSt,OlliKa	Möte Rektorer				34-43, 45-51, 3-8, 10-14, 16-24
751	{CCEC7450-C5C6-40B6-B8D3-E78FA6734FED}	Tisdag	12:40	30		Mentorstid	SalMal,HagmMa	KLASS:23A	036			35-43, 45, 47-51, 3-8, 10-14, 16-18, 20-24
464	{1E6D2994-B3D9-4152-A830-5259DEC00B4E}	Torsdag	15:00	120	TEASCE01	TEA	SparAm	SCE01:IV	Luigis lokal			35, 37-42, 45-49, 51, 3-8, 10-14, 16-19, 21-24
211	{1BC99B8C-CA30-4B5B-B01E-3AD089B81579}	Onsdag	9:30	40		MÖTE	SalMal,KullJo,NorbSo	Möte EST01				34-43, 45-51, 3-8, 10-14, 16-24
994	{A20759D5-9CE4-439F-B5DC-DBEADE90976F}	Torsdag	12:45	30		Mentorstid	KullJo,SiweAn	KLASS:24B	229			35-42, 45-49, 51, 3-8, 10-14, 16, 19, 21-24
1068	{B2AAEBC2-9E18-4BAC-ABDF-46CB705F3C8E}	Onsdag	16:00	240		MUSSKOL			114			34-43, 45-51, 3-8, 10-14, 16-24
1052	{471C73E2-6707-464D-AF68-39C7C2F990F9}	Onsdag	15:50	10		SAL		Salspärr MUSSKOL	114			34-43, 45-51, 3-8, 10-14, 16-24
1076	{8D3F0A4B-63D1-4C2E-B494-03B1962F6106}	Onsdag	17:00	180		MUSSKOL			107			34-43, 45-51, 2-8, 10-14, 16-24
1092	{B89AA79D-9A9D-40B7-AB1F-3B167CF8CD9C}	Tisdag	15:50	10		SAL		Salspärr MUSSKOL	114			34-43, 45-51, 3-8, 10-14, 16-24
804	{1D9CEA3D-B4FB-4C76-8521-C71A9C004870}	Tisdag	16:00	240		MUSSKOL	StröJo		114			34-43, 45-51, 3-8, 10-14, 16-24
315	{063FBE9C-87FE-4EE4-AF5B-AC9D74D2A365}	Onsdag	17:30	90		Övrigt		Röst- och tal för Rytmuspersonal	227		41-4	41-43, 45-51, 2-4
916	{7B9A8ADC-3FAD-447A-A7CA-45A705B35127}	Onsdag	18:00	75		Övrigt		Röst- och tal för Rytmuspersonal	229		41-4	41-43, 45-51, 2-4
1059	{3C54AABC-3BB2-411C-9A15-95DECBC06C87}	Tisdag	12:35	40		SAL	KronAl	Salspärr KronAl	014			34-43, 45-51, 3-8, 10-14, 16-24
314	{1B182419-8497-4ED1-91D3-D2BB4E49A0D7}	Tisdag	9:00	60		Omläsningstid	ThorAn		218			34-43, 45-51, 3-8, 10-14, 16-24
205	{48D104F2-9DB4-4C6C-9F5D-B53370751A07}	Onsdag	15:00	60		Omläsningstid	ThorAn		215			34-43, 45-51, 3-8, 10-14, 16-24
541	{5A867BC5-9560-4BF0-882B-772741C3F1F2}	Tisdag	16:30	90		Övrigt		Röst- och tal för Rytmuspersonal	226		42-5	42-43, 45-51, 3-5
1070	{6BD2BFD6-6936-4E7B-A970-39A019B9D40D}	Måndag	10:10	90	SVESVE03	SVE	EdoAnn	SVE03:23C	231			35-43, 45, 47-51, 3-8, 10-14, 16-18, 20-24
1065	{982D29C8-456A-4F50-A246-C1AC7AFC9745}	Måndag	10:10	90	SVASVA03	Svenska som andraspråk	EdoAnn	SVA03:23C	231			35-43, 45, 47-51, 3-8, 10-14, 16-18, 20-24
758	{581FE2B8-A8C3-4551-B20B-FB8989152C01}	Onsdag	10:10	90	SVASVA03	Svenska som andraspråk	EdoAnn	SVA03:23C	037			35-41, 43, 45-49, 51, 3-8, 10-14, 16-18, 20-24
828	{983EDF7D-2CD7-4214-8D9F-0C78463EDC23}	Onsdag	10:10	90	SVESVE03	SVE	EdoAnn	SVE03:23C	037			35-41, 43, 45-49, 51, 3-8, 10-14, 16-18, 20-24
2	{581E392C-C3CD-479E-B636-75A5CA9C7D47}	Onsdag	10:10	90		Svenska som andraspråk	GranEl	SVA01:25E	210			35-41, 43, 45-49, 51, 3-8, 10-14, 16-24
10	{95C2A6B5-BB7A-4AA6-BF4C-A9E308E56538}	Onsdag	10:10	90	SVEN1000X	SVE	GranEl	SVE01:25E	210			35-41, 43, 45-49, 51, 3-8, 10-14, 16-24
1107	{1EF12788-05D8-4542-8966-DFF41CA152F2}	Fredag	13:00	90		Svenska som andraspråk	GranEl	SVA01:25E	210			35-36, 38-42, 45-49, 2-8, 10-13, 16-17, 21-24
671	{4993DD87-EB85-40B0-AA6A-848116950C89}	Fredag	13:00	90	SVEN1000X	SVE	GranEl	SVE01:25E	210			35-36, 38-42, 45-49, 2-8, 10-13, 16-17, 21-24
1081	{D4041D29-FD6A-433A-8028-B688E8C79B22}	Måndag	12:40	90	SVASVA03	Svenska som andraspråk	EdoAnn	SVA03:23A	202			35-43, 45, 47-51, 3-8, 10-14, 16-18, 20-24
557	{D86B0756-EC1B-4BEB-A659-473375731458}	Måndag	12:40	90	SVESVE03	SVE	EdoAnn	SVE03:23A	202			35-43, 45, 47-51, 3-8, 10-14, 16-18, 20-24
1109	{F24AB2D6-8DEA-457E-B8E7-922F35049F8D}	Torsdag	10:40	90	SVASVA03	Svenska som andraspråk	EdoAnn	SVA03:23A	229			35-42, 45-49, 51, 3-8, 10-14, 16-17, 21-24
904	{F663AF9B-C782-4C6C-861B-81810DBB634E}	Torsdag	10:40	90	SVESVE03	SVE	EdoAnn	SVE03:23A	229			35-42, 45-49, 51, 3-8, 10-14, 16-17, 21-24
1110	{B3D72200-A13D-41D2-80BB-AD8D7A82A09F}	Tisdag	10:10	90		Svenska som andraspråk	NorrJa	SVA02:24F	218			35-43, 45, 47-51, 3-8, 10-13, 16, 18-20, 22-24
970	{0F7A6BC0-71B6-4A1F-B6E1-B9168433D23E}	Tisdag	10:10	90	SVESVE02	SVE	NorrJa	SVE02:24F	218			35-43, 45, 47-51, 3-8, 10-13, 16, 18-24
1108	{AB5D7A61-0739-41A3-A181-A0265613DAAC}	Torsdag	13:20	90		Svenska som andraspråk	NorrJa	SVA02:24F	218			35-42, 45-49, 51, 3-8, 10-14, 16, 19, 21-24
992	{C37AF9AF-77D6-4829-95BB-90EA40C3D054}	Torsdag	13:20	90	SVESVE02	SVE	NorrJa	SVE02:24F	218			35-42, 45-49, 51, 3-8, 10-14, 16, 19, 21-24
1112	{9605363D-70D3-4C96-8C37-12852DF0F818}	Onsdag	13:20	90		Svenska som andraspråk	HäggCa	SVA03:23E	231			35-41, 43, 45-49, 51, 3-8, 10-14, 16-18, 20-24
24	{A8778E5C-FC4B-475A-AC22-332F0CFE9974}	Onsdag	13:20	90	SVESVE03	SVE	HäggCa	SVE03:23E	231			35-41, 43, 45-49, 51, 3-8, 10-14, 16-18, 20-24
1113	{BC5E1771-606A-40F1-9F4C-287D60AA543C}	Fredag	8:30	90		Svenska som andraspråk	HäggCa	SVA03:23E	229			35-36, 38-42, 45-49, 2-8, 10-13, 16-17, 21-24
181	{6F7340DC-E8E0-4799-86DC-DEAFBA28D21E}	Fredag	8:30	90	SVESVE03	SVE	HäggCa	SVE03:23E	229			35-36, 38-42, 45-49, 2-8, 10-13, 16-17, 21-24
1114	{7A401297-2A82-469E-A835-AB7A6585E3DE}	Onsdag	10:10	90	SVESVE02	SVE	NorrJa	SVE02:24E	218			35-41, 43, 45-49, 51, 4-8, 10-13, 16-24
1116	{FE31E2A8-FBDF-4D9E-B9B6-8D10819E9ED4}	Onsdag	10:10	90		Svenska som andraspråk	NorrJa	SVA02:24E	218			35-41, 43, 45-49, 51, 4-8, 10-13, 16-24
1115	{A7EFACF6-0563-440A-9551-D0BDB92371C6}	Torsdag	10:40	90	SVESVE02	SVE	NorrJa	SVE02:24E	218			35-42, 45-49, 51, 3-8, 10-14, 16, 18-19, 21-24
1117	{B17F368D-D745-4517-B4AD-1E3F0461E730}	Torsdag	10:40	90		Svenska som andraspråk	NorrJa	SVA02:24E	218			35-42, 45-49, 51, 3-8, 10-14, 16, 18-19, 21-24
381	{57DC04EF-714C-4BFF-82C1-DC505A7F1A6F}	Måndag	12:40	90		Svenska som andraspråk	GranEl	SVA01:25C	210			35-43, 45, 47-51, 3-8, 10-14, 16-20, 22-24
119	{9DC7E24D-40EE-4D81-AEFA-EB707F4546D7}	Måndag	12:40	90	SVEN1000X	SVE	GranEl	SVE01:25C	210			35-43, 45, 47-51, 3-8, 10-14, 16-20, 22-24
1111	{F084BA4C-0EC9-4790-B725-0F0DD049286E}	Tisdag	12:40	90		Svenska som andraspråk	GranEl	SVA01:25C	210			35-43, 45, 47-51, 3-8, 10-14, 16-22, 24
375	{8664ED32-936D-4510-B787-F4327D7CEC27}	Tisdag	12:40	90	SVEN1000X	SVE	GranEl	SVE01:25C	210			35-43, 45, 47-51, 3-8, 10-14, 16-22, 24
1119	{90C89E14-FD95-48BF-8A4C-3D6E670955A3}	Fredag	13:00	90		Svenska som andraspråk	SiegAn	SVA01:25D	208			35-36, 38-42, 45-49, 2-8, 10-13, 16-17, 21-24
46	{0975E212-8B08-4ED4-AD6D-59723EF35A0D}	Fredag	13:00	90	SVEN1000X	SVE	SiegAn	SVE01:25D	208			35-36, 38-42, 45-49, 2-8, 10-13, 16-17, 21-24
673	{D1920F9F-E6A0-4BA1-97CE-62E45EC44A9A}	Måndag	8:30	90		SAL		Salspärr SA Åk 1 + EST02	028			34-43, 45-51, 3-8, 10-14, 16-24
601	{0EA2339A-22B4-4BD7-9F4C-166CFA8B82F6}	Fredag	13:20	90	HISHIS01b	HIS	VideRo	HIS01:24B	218			35-36, 38-42, 45-49, 2-8, 10-12, 16-17, 21-24
543	{C089D460-BAEC-47F3-9780-D42AB1D06413}	Fredag	15:00	90	SVESVE02	SVE	HäggCa	SVE02:24B	229			35-36, 38-42, 45-49, 2-8, 10-12, 16-17, 21-24
576	{8F6889B6-2CEF-4317-B97B-55606B21DAE5}	Torsdag	8:30	120	NAKNAK02	NAK	AndeMi	NAK02:IV	224			35-42, 45-49, 51, 3-8, 10-14, 16-19, 21-24
311	{4044C538-FAE0-4DE8-AD2C-1ED4E315781F}	Torsdag	10:10	90	ENGENG06	ENG	RehnLi	ENG06:24A	215			35-42, 45-49, 51, 3-8, 10-14, 16, 18-19, 21-24
704	{1AE174B1-0152-4A87-A6B7-100D88DF4C9C}	Fredag	9:00	60	HISHIS02b	HIS	SiegAn	HIS02:23F	208			35-36, 38-42, 45-49, 2-8, 10-13, 16-17, 21-24
412	{79EC0178-5748-4F95-B270-8433511C852A}	Tisdag	14:10	50	MATMAT01b	MAT	BergSo	MAT01:24Gx	215			35-43, 45, 47-51, 3-8, 10-13, 16, 18-20, 22-24
292	{37DB3DBD-1A16-46A7-BB24-F0417D16D0D4}	Tisdag	15:00	120		MÖTE	AateEl,AhmeLa,AmanPe,AndeMi,AppeRe,BergSo,BerSeb,BjörMa,BrodSt,BruKar,DrouJo,GrönSa,LindJo,EdoAnn,EdqJos,EneAn,EngsSa,ErikBe,FredJe,GrafSo,GranEl,HagmMa,HammUl,HavsId,HolmCh,HäggCa,JonsLa,KarlHe,KarnFr,KnutHå,KonTii,LindAn,LindCh,LindLi,LjunLi,LohmMa,LundCa,MeliPm,NorAnt,NordJi,NorrJa,OlliKa,PassAn,PudaNi,RehnLi,ReveKa,SalMal,SelsJo,SiegAn,SparAm,StarMo,ThorAn,VideRo,VindHe,ZettUl,SandVi,KullJo,SiweAn,MagnLe,CollFi,TägtAm,BeckJo,LinEri,NorbSo,MarAmi,NymHan,FalCha,GrafHe,HusMal,TjerSt,LundNi,BroFre,SkoJon	Personalmöte	028			34-43, 45-51, 3-8, 10-14, 16-24
35	{56B4449D-2554-441A-9673-D6279DAF27F1}	Onsdag	14:55	60		Gruppgitarr	HolmCh	GRGI:24_IN5	111			35-41, 43, 45-49, 51, 3-8, 10-13, 16-24
1082	{AD9BC46F-2354-42A0-9AEA-64C74C1D4654}	Onsdag	8:00	130		SAL		Salspärr 031	031			34-43, 45-51, 3-8, 10-14, 16-24
63	{5F5DCC11-4080-4AF0-B6A1-527A04781AF2}	Fredag	8:00	130		SAL		Salspärr 031	031			34-43, 45-50, 2-8, 10-13, 16-17, 21-24
1083	{055D912A-E07E-4D89-A35E-613474B59A6F}	Fredag	12:20	280		SAL		Salspärr 031	031			34-43, 45-50, 2-8, 10-13, 16-17, 21-24
1069	{C6BF2A75-FFBC-4691-9808-5C35BCE0526F}	Torsdag	11:50	50		SAL		Salspärr 031	031			34-43, 45-51, 3-8, 10-14, 16-19, 21-24
853	{D7EF7E3B-E1D5-46E8-9BD0-19DAE101FB69}	Torsdag	14:10	50		SAL		Salspärr 031	031			34-43, 45-51, 3-8, 10-14, 16-19, 21-24
1122	{BCCEB8DD-E45B-4A67-A8EA-F235658BE746}	Torsdag	16:30	30		SAL		Salspärr 031	031			34-43, 45-51, 3-8, 10-14, 16-19, 21-24
1123	{CD66CE81-93B5-48B9-A882-C660686F7D82}	Torsdag	8:00	30		SAL		Salspärr 031	031			34-43, 45-51, 2-8, 10-14, 16-19, 21-24
1124	{0FCFA995-57C0-42D6-A4F4-E2DCB7C04411}	Tisdag	8:00	30		SAL		Salspärr 031	031			34-43, 45-51, 3-8, 10-14, 16-24
1125	{723BC167-D827-4524-B599-B7ED6B01C1EC}	Måndag	8:00	30		SAL		Salspärr 031	031			34-43, 45-51, 3-8, 10-14, 16-24
1126	{DF50166D-821D-4896-8091-820DA4765E76}	Onsdag	8:00	410		SAL		Salspärr 032	032			34-43, 45-51, 3-8, 10-14, 16-24
1075	{B47D1A70-687E-4E0E-B1DF-5B5F87EF081F}	Tisdag	11:50	190		SAL		Salspärr 031	031			34-43, 45-51, 3-8, 10-14, 16-24
1128	{696EF3EA-5B97-48F6-B677-CA565AC952F5}	Måndag	10:00	90		SAL		Salspärr 032	032			34-43, 45-51, 3-8, 10-14, 16-24
1129	{E5508F15-3920-4031-A5B9-2CB9BA18DF55}	Tisdag	11:50	190		SAL		Salspärr 032	032			34-43, 45-51, 3-8, 10-14, 16-24
1130	{37004646-CD35-44E7-90E4-787771DEFD26}	Fredag	12:20	120		SAL		Salspärr 032	032			34-43, 45-50, 2-8, 10-13, 16-17, 21-24
1131	{8DE4FD50-8EE9-41C1-85D0-99B6226866F0}	Fredag	8:00	130		SAL		Salspärr 032	032			34-43, 45-50, 2-8, 10-13, 16-17, 21-24
1132	{A70EFEE6-AE5B-4256-8CF8-DCBF6C5D115F}	Torsdag	11:50	50		SAL		Salspärr 032	032			34-43, 45-51, 3-8, 10-14, 16-19, 21-24
1127	{F98BC7A5-32D6-4607-B9D8-610D64A4B266}	Torsdag	14:10	50		SAL		Salspärr 032	032			34-43, 45-51, 3-8, 10-14, 16-19, 21-24
1133	{204CDAA7-B2D1-4474-BBAB-532D9B458AA9}	Måndag	8:00	30		SAL		Salspärr 032	032			34-43, 45-51, 3-8, 10-14, 16-24
1134	{F4712E37-E9B1-40E0-94E3-6173BDB69B51}	Tisdag	8:00	30		SAL		Salspärr 032	032			34-43, 45-51, 3-8, 10-14, 16-24
1137	{06B0A713-52A2-4669-831F-7C008466921F}	Torsdag	8:00	30		SAL		Salspärr 032	032			34-43, 45-51, 2-8, 10-14, 16-19, 21-24
1136	{D5E6DFBA-6B98-446D-814B-24BA7C8CA7C9}	Torsdag	16:30	30		SAL		Salspärr 032	032			34-43, 45-51, 3-8, 10-14, 16-19, 21-24
1138	{72F83A8D-71AD-4FF4-A94B-CC3AB00349EB}	Fredag	16:25	35		SAL		Salspärr 032	032			34-43, 45-50, 2-8, 10-13, 16-17, 21-24
857	{2FF625E3-9832-4767-9F67-C25E6573AAE1}	Måndag	11:30	60		REP	HäggCa,EngsSa	Tant Kapten	032			34-43, 45-51, 3-8, 10-14, 16-24
440	{43AD1D4C-42E9-49F7-A632-AA8A6E9288A8}	Onsdag	12:40	90	SVEN1000X	SVE	SiegAn	SVE01:25D	208			35-41, 43, 45-49, 51, 3-8, 10-14, 16-24
986	{E42C7B60-2CC2-4F8D-AF09-59CFF8C37601}	Onsdag	12:40	90		Svenska som andraspråk	SiegAn	SVA01:25D	208			35-41, 43, 45-49, 51, 3-8, 10-14, 16-24
894	{26E0089C-3EA5-4FB9-9201-CD7068B63D4F}	Måndag	16:00	60	MUSENS02S	MUS	FogeNi,PudaNi	ENS02:23_IN1_Sal19	019		39-23	39-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-23
1118	{0CC9D4EA-4DB8-4738-8853-914EF6C280D4}	Måndag	16:00	60	MUSENS02S	MUS	KnutHå,PudaNi	ENS02:23_IN1_Sal20	020		39-23	39-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-23
985	{C74885BA-2770-49E8-95CA-3F536FB52C2A}	Måndag	16:00	60	MUSENS02S	MUS	KronAl,PudaNi	ENS02:23_IN1_Sal21	021		39-23	39-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-23
104	{68405D78-A46B-4B7A-883F-C288AF392883}	Måndag	16:00	60	MUSENS02S	MUS	MagnLe,PudaNi	ENS02:23_IN1_Sal23	023		39-23	39-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-23
1145	{97A04953-BAE2-465A-A6EE-FFEF5A8CCCA5}	Måndag	16:00	60	MUSENS02S	MUS	MeliPm,PudaNi	ENS02:23_IN1_Sal24	024		39-23	39-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-23
1146	{8D26544D-02B6-4218-839E-DB66C12E46A2}	Måndag	16:00	60	MUSENS02S	MUS	KarnFr,PudaNi	ENS02:23_IN1_Sal26	026		39-23	39-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-23
448	{5D5A1F9C-F384-47F4-BC84-7481CE6C0DF5}	Tisdag	13:15	30	MUSINS03S	MUS	KronAl	GI03:23A_DavStj	014			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
662	{A32E41F3-3323-446A-8C33-34399E2AB657}	Tisdag	13:45	30	MUSINS03S	MUS	KronAl	GI03:23A_EmiCSt	014			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20, 22-24
354	{E629E7AB-8013-44AD-A617-063C0740D86E}	Fredag	8:30	60		MUS	FogeNi	GRTR:24_IN1	019			35-36, 38-42, 45-49, 2-8, 10, 12, 16-17, 21-24
64	{A0701BA8-C0DD-4E5D-9C97-C4E1B3268E49}	Onsdag	15:15	60		MUS	FogeNi	GRTR:24_IN2	019			35-41, 43, 45-49, 51, 3-8, 10, 12-13, 16-24
172	{921D35F7-FA77-42ED-A42C-E7E998139835}	Onsdag	10:10	60		MUS	FogeNi	GRTR:25_MA1	019			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-22, 24
310	{9C6FC0B0-7A62-4E11-B7E0-890B0712C723}	Onsdag	11:20	60		MUS	FogeNi	GRTR:25_MA2	019			35-38, 40-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-22, 24
247	{2CF380BD-0E4D-4A95-9169-3D7ADD525F3C}	Fredag	14:40	90	MUSP1000X	MUS	BerSeb	MUP01:25_2	122			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
806	{1AFFC3D6-A4FE-47F4-9003-158DA9BACBBB}	Måndag	8:30	90	MUSP1000X	MUS	BerSeb	MUP01:25_3	108			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
321	{3B11039F-7FDE-4A4D-8CE2-AE803380BBD7}	Måndag	8:30	90	MUSP1000X	MUS	SelsJo	MUP01:25_1	122			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
353	{EC57BEC9-E89F-488C-8C99-12E9BD1B3B5D}	Fredag	14:50	60	MUSP1000X	MUS	SelsJo	MUP01:25_ME	108			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
490	{072A2A34-825A-4512-A059-DA97F0C7882B}	Torsdag	15:00	90	MUSENS02S2	MUS	LindLi	ENS02:IV	032			35-42, 45-49, 51, 3-8, 10, 12-14, 16-17, 21-24
603	{B6953000-E6D0-438A-9530-DCDAED042513}	Torsdag	15:00	90	MUSMUI0	MUS	HammUl,TörnEf,LundCa,NydaPe	IM-ENS:IV				35-42, 45-49, 51, 3-8, 10, 12-14, 16-17, 21-24
317	{8E8F86BA-3AE4-415B-BE0E-C3EF488D3F73}	Torsdag	8:30	90	MUSMUS01	MUS	SelsJo	MUP01:IV_1	122			35-42, 45-49, 51, 3-8, 10, 12-14, 16-19, 21-24
112	{029982BB-EB8A-4B87-9467-36AA254CA2CA}	Torsdag	10:10	90	MUSMUS01	MUS	SelsJo	MUP01:IV_2	122			35-42, 45-49, 51, 3-8, 10, 12-14, 16-19, 21-24
133	{E74972E7-0768-4B53-9B35-860F86249B50}	Fredag	13:00	90	MUSMUS01	MUS	SelsJo	MUP01:IV_3	122			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
69	{157A9E52-6131-41AE-B88B-A669881385B2}	Torsdag	8:30	60	MUSKÖS02S	MUS	BeckJo	KÖR02:IV	103			35-42, 45-49, 51, 3-8, 10, 12-14, 16-18, 21-24
101	{5CC65FDA-17F6-439D-A581-7EB9D25ED4D6}	Tisdag	8:30	60	MUSKÖS02S	MUS	BeckJo	KÖR02:IV	103			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
538	{0490BC2B-0FA4-4488-A041-C3FA421AE0A0}	Måndag	15:20	90	MUSMUS02	MUS	BrodSt	MUP02:24_1	108			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
212	{B473EAE9-A225-41DF-8E7A-4F74C6F20418}	Måndag	13:40	90	MUSMUS02	MUS	BrodSt	MUP02:24_2	108			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
358	{8EBEDCE3-5B2B-492B-ABDC-39FB45176F92}	Tisdag	8:30	90	MUSMUS02	MUS	BrodSt	MUP02:24_3	108			35-43, 45, 47-51, 3-8, 10, 12-13, 16, 18-24
474	{8D39C170-C35E-4303-86AD-B1D343202FCB}	Tisdag	10:10	90	MUSMUS02	MUS	BrodSt	MUP02:24_4	108			35-43, 45, 47-51, 3-8, 10, 12-13, 16, 18-24
405	{29A19787-496F-4CF0-84B0-F155689AF426}	Fredag	8:30	60	ENSE1000X	MUS	LindLi,HammUl,MeliPm	ENS01:25_SA	023			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
0	{DC5E0431-C232-42EE-A4D8-8E510C5A701F}	Måndag	8:30	60	ENSE1000X	MUS	LindLi,HammUl,MeliPm	ENS01:25_SA	023			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
233	{EB09C8A6-1B51-4D6B-9720-13FACBF166FE}	Fredag	10:10	60	MUSENS0	MUS	DrouJo,EdqJos,HammUl	ENS01:24_SA1	032			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
168	{D6030163-A279-421C-AA43-5988A6CF61FE}	Måndag	16:00	60	MUSENS0	MUS	DrouJo,EdqJos,HammUl	ENS01:24_SA1	032			35-43, 45, 47-51, 3-8, 10, 12-14, 16-24
206	{FACEC7D4-46D7-4011-AFE3-2DDD396903FD}	Måndag	14:50	60	MUSENS0	MUS	DrouJo,EdqJos,HammUl	ENS01:24_SA2	032			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
352	{E9223DBF-2CDF-4D6E-8E97-5CB833AED5C9}	Fredag	11:20	60	MUSENS0	MUS	DrouJo,EdqJos,HammUl	ENS01:24_SA2	032			35-36, 38-42, 45-49, 2-8, 10, 12, 16-17, 21-24
3	{E6A779CC-A0B9-4FB1-89E2-7954EA10FE74}	Fredag	11:50	60		MUS	ElleJa	GRPI:24_IN	013			35-36, 38-42, 45-49, 2-8, 10, 12, 16-17, 21-24
822	{2129BA9A-A397-4F67-96C4-DE7EB4063374}	Onsdag	16:00	60	MUSENS0	MUS	BerSeb,SelsJo,HammUl	ENS01:24_MP1	024			35-41, 43, 45-49, 51, 3-8, 10, 12-13, 16-24
228	{8DFBA407-1BCC-4F18-B2FE-3629E0826745}	Onsdag	16:00	60	MUSENS0	MUS	StarMo,LindAn,PudaNi	ENS01:24_SW1	032			35-41, 43, 45-49, 51, 3-8, 10, 12-13, 16-24
338	{D86F64FC-B757-4087-ADFD-FEC71CE76214}	Måndag	12:30	60	MUSENS0	MUS	BerSeb,SelsJo,HammUl	ENS01:24_MP1	024			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
945	{660AE869-6744-4A6B-9AA6-677EDDC32958}	Måndag	12:30	60	MUSENS0	MUS	StarMo,LindAn,PudaNi	ENS01:24_SW1	032			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
1022	{929FE56B-6D12-4FF5-B4F4-86F7896A18D8}	Måndag	13:40	60	MUSENS0	MUS	BerSeb,SelsJo,PassAn	ENS01:24_MP2	024			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
